hour,price,eth_principal,token_principal,sqrt,scale,branches,charters,remaining_slots,pending,withdrawn_7d,protected_branch_balance,protected_branch_count,resolution_fee_small,buy_tax,sell_tax,multiplier,banker_cash,speculator_cash,banker_inventory,speculator_inventory,prospective_cash,contraction_eth,expansion_eth,pol_eth,team_eth,unallocated_hook_fees,uncollected_lp_eth,uncollected_lp_tokens,issued,physical_burned,ledger_burned,recycle_buffer,momentum_day,forecast_price_7d,eth_accounting_error,token_accounting_error,ledger_accounting_error,pool_buy_eth,pool_sell_eth_gross,pol_added_eth,spec_buy_eth,spec_sell_eth,license_buy_eth,prefund_buy_eth,banker_inventory_sell_eth,withdraw_sell_eth,buyback_eth,pol_buy_eth,charter_eth,new_capital_eth,licenses_internal,licenses_external,license_tokens_internal,license_tokens_inventory,license_tokens_fresh,prefund_tokens,branches_retired,charters_created,gross_withdrawn,resolution_fee_tokens,hook_tax_eth,lp_fee_eth,lp_fee_tokens,licenses_bought,phase,elapsed_days,timestamp_utc
10.0,0.0003354379647710082,4865.217148753679,17386160.945795007,54.600157165229625,1.0,1099,999,8891,1179065.4311104645,12072.04242844939,508.3407889117623,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,8372.39054997827,1494489.2208002629,79160527.55196097,1000,111.7189937774005,111.7189937774005,0.0,0.0,88.54601357321107,26.72541666666681,43853.62278709692,471519.6759259261,0.0,0.0,121.23062405312744,1.386604921662948,0.0024912377383372163,-3.637978807091713e-12,5.960464477539063e-08,0.0,264.58162499999986,138.34564912423411,0.0,272.7083333333333,134.1952796505071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.604536140393687,2.672541666666666,4222.746722990723,0.0,after_actions,0.4166666666666667,2026-09-15 20:09:19 UTC
11.0,0.00034972405602912675,4988.280745724278,17026858.005607333,53.473332029774,1.0,1099,999,8891,1208232.0977771312,12072.04242844939,534.880067043397,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,8236.95470383345,1494489.2208002629,79515642.78876494,1000,111.7189937774005,111.7189937774005,0.0,0.0,98.24572108075954,29.397958333333513,48041.3261707734,500686.34259259276,0.0,0.0,121.23062405312744,1.3557718570453596,0.0024886248514108316,-1.0913936421275139e-11,2.9802322387695312e-08,5.820766091346741e-11,264.58162499999986,141.51802802939255,0.0,272.7083333333333,137.27248718851078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699707507548444,2.672541666666666,4187.703383676477,0.0,after_actions,0.4583333333333333,2026-09-15 21:09:19 UTC
12.0,0.00036351966628912096,5104.743774782267,16700224.01823216,52.44885896754016,1.0,1099,999,8891,1237398.764443798,12072.04242844939,561.4193451750318,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,8107.921408563867,1494489.2208002629,79838123.82528132,1000,111.7189937774005,111.7189937774005,0.0,0.0,108.14344562568654,32.070500000000216,52194.27702955355,529853.0092592594,0.0,0.0,121.23062405312744,1.3216118985974805,0.0024858915647162617,-1.0913936421275139e-11,1.4901161193847656e-08,1.1641532182693481e-10,264.58162499999986,148.11859594201087,0.0,272.7083333333333,143.67503806375058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89772454492699,2.672541666666666,4152.950858780158,0.0,after_actions,0.5,2026-09-15 22:09:19 UTC
13.0,0.00037735009532003977,5219.302842259413,16390914.501630796,51.478723342043544,1.0,1099,999,8891,1266565.431110464,12072.04242844939,587.9586233066666,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7980.734956027702,1494489.2208002629,80143314.85514778,1000,111.7189937774005,111.7189937774005,0.0,0.0,118.09828901803884,34.74304166666692,56312.7637644716,559019.6759259261,0.0,0.0,121.23062405312744,1.28759463002798,0.002483124674428564,-1.0913936421275139e-11,2.9802322387695312e-08,-5.238689482212067e-10,264.58162499999986,150.02255752285419,0.0,272.7083333333333,145.52188079716854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.954843392352293,2.672541666666666,4118.486734918011,0.0,after_actions,0.5416666666666666,2026-09-15 23:09:19 UTC
14.0,0.00039079294435386946,5328.607148076979,16106275.838677488,50.585569413476314,1.0,1099,999,8891,1295732.097777131,12072.04242844939,614.4979014383014,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7858.6456223013265,1494489.2208002629,80423869.20948234,1000,111.7189937774005,111.7189937774005,0.0,0.0,128.21077526017842,37.41558333333362,60397.072383205894,588186.3425925927,0.0,0.0,121.23062405312744,1.2518155252720546,0.002480262492297769,-1.4551915228366852e-11,1.4901161193847656e-08,-2.3283064365386963e-10,264.58162499999986,155.2773191824308,0.0,272.7083333333333,150.61899960695789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11248624213959,2.672541666666666,4084.308618734257,0.0,after_actions,0.5833333333333334,2026-09-16 00:09:19 UTC
15.0,0.0004040469829127917,5434.462370211779,15839882.701957736,49.74896683300074,1.0,1099,999,8891,1324898.7644437973,12072.04242844939,641.0371795699361,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7739.901899747232,1494489.2208002629,80686211.93206537,1000,111.7189937774005,111.7189937774005,0.0,0.0,138.42673401280095,40.088125000000325,64447.486519940765,617353.0092592593,0.0,0.0,121.23062405312744,1.2157286649904795,0.002477338440103231,-1.4551915228366852e-11,2.9802322387695312e-08,-6.402842700481415e-10,264.58162499999986,158.72640286519527,0.0,272.7083333333333,153.96461077923942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.215958752622527,2.672541666666666,4050.414136734862,0.0,after_actions,0.625,2026-09-16 01:09:19 UTC
16.0,0.00041690026532960366,5535.468135503823,15593781.268306112,48.97606788658589,1.0,1099,999,8891,1354065.431110464,12072.04242844939,667.5764577015709,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7625.862150330611,1494489.2208002629,80928296.56478186,1000,111.7189937774005,111.7189937774005,0.0,0.0,148.78817647070613,42.76066666666703,68464.28745506346,646519.675925926,0.0,0.0,121.23062405312744,1.1786174298617944,0.002474326855869386,-2.1827872842550278e-11,1.4901161193847656e-08,-5.820766091346741e-10,264.58162499999986,163.57585970795117,0.0,272.7083333333333,158.66858391671263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3614424579052,2.672541666666666,4016.80093512274,0.0,after_actions,0.6666666666666666,2026-09-16 02:09:19 UTC
17.0,0.00042970188806982276,5634.53175331992,15359728.130567964,48.24100746504042,1.0,1099,999,8891,1383232.097777131,12072.04242844939,694.1157358332057,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7513.706283965659,1494489.2208002629,81158366.23584037,1000,111.7189937774005,111.7189937774005,0.0,0.0,159.20788335288975,45.43320833333373,72447.75413469778,675686.3425925926,0.0,0.0,121.23062405312744,1.142417897678118,0.0024712813792721797,-3.2741809263825417e-11,1.4901161193847656e-08,-2.9103830456733704e-10,264.58162499999986,165.51800718389768,0.0,272.7083333333333,160.55246696838074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.419706882183599,2.672541666666666,3983.4666796342676,0.0,after_actions,0.7083333333333334,2026-09-16 03:09:19 UTC
18.0,0.0004417693970650782,5726.572033280273,15148478.243086718,47.57756226262181,1.0,1110,999,8880,1253418.1915605306,12072.04242844939,720.6550139648405,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7408.363055320779,1494489.2208002629,81365665.71426626,1000,111.7189937774005,111.7189937774005,0.0,0.0,169.83829037074577,48.105750000000434,76398.16319007495,704853.0092592592,0.0,158980.5728832666,121.23062405312744,1.1042226464559228,0.0024681086720220783,-3.637978807091713e-11,2.9802322387695312e-08,-8.149072527885437e-10,264.58162499999986,172.5413450396427,0.0,272.7083333333333,167.36510468845339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,158980.5728832666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.630407017855951,2.672541666666666,3950.409055377193,11.0,after_actions,0.75,2026-09-16 04:09:19 UTC
19.0,0.0004536238782035603,5815.771241849739,14949220.484376043,46.9517783608356,1.0,1122,999,8868,1134313.2173367683,12072.04242844939,746.9312902411167,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7305.775665925058,1494489.2208002629,81561005.84721026,1000,111.7189937774005,111.7189937774005,0.0,0.0,180.5539295303283,50.77829166666714,80315.78895674486,734019.6759259258,0.0,307252.21377369587,121.23062405312744,1.066747967249732,0.0024648858114003558,-4.001776687800884e-11,2.9802322387695312e-08,-4.656612873077393e-10,264.58162499999986,175.3824164305288,0.0,272.7083333333333,170.12094393761294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,148271.64089042917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.715639159582533,2.672541666666666,3917.6257666698843,12.0,after_actions,0.7916666666666666,2026-09-16 05:09:19 UTC
20.0,0.0004654374673197742,5903.508461347758,14758276.824309308,46.352090911504746,1.0,1125,999,8865,1131701.5719989233,12072.04242844939,772.9265368245985,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7204.60640592864,1494489.2208002629,81748064.39274012,1000,111.7189937774005,111.7189937774005,0.0,0.0,191.31342836205417,53.45083333333384,84200.9034936268,763186.3425925925,0.0,339030.5257782071,121.23062405312744,1.030790076682176,0.0024616382169744344,-4.729372449219227e-11,2.9802322387695312e-08,-8.149072527885437e-10,264.58162499999986,176.8444055019745,0.0,272.7083333333333,171.53907333691527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31778.312004511332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.759498831725905,2.672541666666666,3885.114536881892,3.0,after_actions,0.8333333333333334,2026-09-16 06:09:19 UTC
21.0,0.0004767917793007638,5986.791334990688,14581485.620852463,45.7968513930619,1.0,1129,999,8861,1124427.8282325477,12072.04242844939,798.8524627505244,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7107.757861411661,1494489.2208002629,81921002.72308868,1000,111.7189937774005,111.7189937774005,0.0,0.0,202.20655756943285,56.12337500000054,88053.77660190265,792353.0092592591,0.0,375470.9362112497,121.23062405312744,0.9946230332411089,0.0024583110447406954,-5.093170329928398e-11,1.4901161193847656e-08,-4.656612873077393e-10,264.58162499999986,181.29875135706607,0.0,272.7083333333333,175.85978881635407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36440.41043304266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89312920737865,2.672541666666666,3852.8731082758604,4.0,after_actions,0.875,2026-09-16 07:09:19 UTC
22.0,0.0004877892580988537,6066.516626509439,14416169.342251495,45.27765061199153,1.0,1131,999,8859,1137867.8301958716,12072.04242844939,824.6865342001848,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,7014.360171555131,1494489.2208002629,82082498.10244781,1000,111.7189937774005,111.7189937774005,0.0,0.0,213.20641424053673,58.795916666667246,91874.67584375333,821519.6759259257,0.0,391197.6009145924,121.23062405312744,0.9588559521028793,0.0024549209009002374,-5.820766091346741e-11,4.470348358154297e-08,-4.656612873077393e-10,264.58162499999986,184.85633348124156,0.0,272.7083333333333,179.3106434768043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15726.66470334271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.999856671103919,2.672541666666666,3820.8992418507332,2.0,after_actions,0.9166666666666666,2026-09-16 08:09:19 UTC
23.0,0.0004992567625446554,6148.697892938558,14249638.478231404,44.75463524167671,1.0,1134,999,8856,1146589.7137257562,12072.04242844939,850.4749220575382,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,6918.58018603555,1494489.2208002629,82245239.77575073,1000,111.7189937774005,111.7189937774005,0.0,0.0,224.1325916643297,61.46845833333395,95663.86656093957,850686.3425925924,0.0,411642.38405137375,121.23062405312744,0.9267804357282906,0.0024515780908257595,-6.184563972055912e-11,4.470348358154297e-08,-1.2223608791828156e-09,264.58162499999986,182.40035857087696,0.0,272.7083333333333,176.9283478137507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20444.783136781352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92617742379298,2.672541666666666,3789.190717186275,3.0,after_actions,0.9583333333333334,2026-09-16 09:09:19 UTC
24.0,0.0005102246355671419,6226.420068318503,14095645.025167607,44.27099550705969,1.0,1134,999,8856,1175756.3803924234,12072.04242844939,876.1950866665917,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,6827.125518833666,1494489.2208002629,82395475.48348223,1000,111.7189937774005,111.7189937774005,0.0,0.0,235.19254181959795,64.14100000000064,99421.61189322846,879853.009259259,0.0,411642.38405137375,121.23062405312744,0.8943786999654864,0.0024481559216597507,-6.548361852765083e-11,2.9802322387695312e-08,-6.402842700481415e-10,264.58162499999986,186.85944962005215,0.0,272.7083333333333,181.2536661314506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.059950155268233,2.672541666666666,3757.7453322888587,0.0,after_actions,1.0,2026-09-16 10:09:19 UTC
25.0,0.0005255649829704248,6333.739067003514,13888400.680116804,43.62011329065972,1.0,1152,999,8838,1204923.0470590899,12072.04242844939,901.9152512756452,1,0.020099109410085685,0.02,0.03,1.0,1964.1329769571707,6740.7161732093355,1467561.4870921501,82532465.10971047,1000,111.7189937774005,111.7189937774005,0.0,0.0,247.12587330925533,67.16503849248708,103148.17279666702,909019.6759259256,93455.89162721226,411642.38405137375,121.23062405312744,0.8797122336497846,0.0024446409849440197,-6.912159733474255e-11,1.9761500880122185e-08,-7.566995918750763e-10,299.3798107561525,192.06081207113675,0.0,272.7083333333333,186.29898770900263,35.86702304282893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,26927.733708112846,66528.1579190994,0.0,0.0,0.0,0.0,0.0,11.93333148965735,3.02403849248639,3726.5609034385643,18.0,after_actions,1.0416666666666667,2026-09-16 11:09:19 UTC
26.0,0.0005473014233771374,6483.157154611674,13609803.52714217,42.74513678712038,1.0,1199,999,8791,1234089.7137257569,12072.04242844939,927.2335383126823,1,0.020099109410085685,0.02,0.03,1.0,1883.5230214564872,6655.57801660804,1397250.1824098555,82662953.31610557,1000,111.7189937774005,111.7189937774005,0.0,0.0,259.99337857249344,70.62755772306052,106843.80806170446,938186.3425925922,308180.5076239729,411642.38405137375,121.23062405312744,0.8871407736870321,0.002441104615474225,-7.639755494892597e-11,-1.2514647096395493e-08,-4.0745362639427185e-10,342.78940382676325,193.3713162185968,0.0,272.7083333333333,187.57017673203887,80.60995550068375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,70311.30468229465,144413.31131446632,0.0,0.0,0.0,0.0,0.0,12.867505263238249,3.462519230573366,3695.635265037521,47.0,after_actions,1.0833333333333333,2026-09-16 12:09:19 UTC
27.0,0.0005566763264289902,6546.683785804305,13494712.581020633,42.38367626050966,1.0,1199,999,8791,1263256.3803924234,12072.04242844939,951.5593653908029,1,0.020099109410085685,0.02,0.03,1.0,1883.5230214564872,6577.893027267848,1397250.1824098555,82774379.29595765,1000,111.7189937774005,111.7189937774005,0.0,0.0,271.4791950533804,73.30009938972722,110508.77433116405,967353.0092592589,308180.5076239729,411642.38405137375,121.23062405312744,0.8488006089447163,0.0024374304413716744,-8.36735125631094e-11,2.3865140974521637e-09,-5.238689482212067e-10,264.58162499999986,201.05499380736183,0.0,272.7083333333333,195.02334399314094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.485816480887522,2.672541666666666,3664.9662694595245,0.0,after_actions,1.125,2026-09-16 13:09:19 UTC
28.0,0.0005656667471656303,6607.1045160747135,13387040.211884066,42.04551489716117,1.0,1199,999,8791,1292423.04705909,12072.04242844939,975.8851924689236,1,0.020099109410085685,0.02,0.03,1.0,1883.5230214564872,6503.220761822214,1397250.1824098555,82878417.11330731,1000,111.7189937774005,111.7189937774005,0.0,0.0,283.058188561934,75.97264105639393,114143.3261180649,996519.6759259255,308180.5076239729,411642.38405137375,121.23062405312744,0.8116777885097031,0.002433702340149509,-9.094947017729282e-11,-1.2514647096395493e-08,-4.0745362639427185e-10,264.58162499999986,204.1608947295863,0.0,272.7083333333333,198.0360678876987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57899350855426,2.672541666666666,3634.5517869008886,0.0,after_actions,1.1666666666666667,2026-09-16 14:09:19 UTC
29.0,0.000575068669958327,6669.779349874327,13277151.51775354,41.700392829895875,1.0,1199,999,8791,1321589.7137257569,12072.04242844939,1000.2110195470443,1,0.020099109410085685,0.02,0.03,1.0,1883.5230214564872,6426.362015953244,1397250.1824098555,82984701.4177326,1000,111.7189937774005,111.7189937774005,0.0,0.0,294.56955896461136,78.64518272306063,117747.7158232975,1025686.3425925921,308180.5076239729,411642.38405137375,121.23062405312744,0.7784119786449657,0.002430018211520766,-1.0186340659856796e-10,-2.741580829024315e-08,-2.9103830456733704e-10,264.58162499999986,201.90679120037476,0.0,272.7083333333333,195.8495874643635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.511370402677915,2.672541666666666,3604.389705232548,0.0,after_actions,1.2083333333333333,2026-09-16 15:09:19 UTC
